text,intent
Hey Help me travel to doctor clinic please,transport_booking
Please I feel nervous and anxious because I need help,emotional_support
Please I forgot my blood pressure medicine as soon as possible,medication_reminder
Urgently I need medical consultation because I need help,doctor_booking
Today Can elderly people do stretching,exercise_suggestion
What foods improve energy because I need help,diet_suggestion
Urgently i need help reaching hospital as soon as possible,transport_booking
Can you I feel scared about my condition as soon as possible,emotional_support
Can you i missed my diabetes tablet for me,medication_reminder
Can you i feel helpless today please,emotional_support
Now Can elderly people do stretching right now,exercise_suggestion
Hey Transport arrange koro today,transport_booking
Now I feel worried about my future for me,emotional_support
Urgently I need a doctor consultation please,doctor_booking
Kindly Suggest diabetic diet,diet_suggestion
Hey I feel scared about my condition please,emotional_support
Please suggest chair yoga for seniors today,exercise_suggestion
Urgently Suggest healthy food for elderly,diet_suggestion
Urgently i feel emotionally broken because i need help,emotional_support
Urgently Medicine khete bhule gechi because I need help,medication_reminder
Can you please help me contact a doctor as soon as possible,doctor_booking
Hey mujhe exercise suggest karo because i need help,exercise_suggestion
Can you Help me travel to doctor clinic as soon as possible,transport_booking
Kindly I feel ignored by everyone as soon as possible,emotional_support
Now I need medicine reminder support as soon as possible,medication_reminder
Can you Mujhe doctor appointment chahiye today,doctor_booking
Urgently Exercise suggest koro for me,exercise_suggestion
Kindly Suggest soft food for elderly right now,diet_suggestion
Transport arrange koro as soon as possible,transport_booking
Today mujhe medicine lena yaad dilao because i need help,medication_reminder
Can you Mujhe exercise suggest karo as soon as possible,exercise_suggestion
Urgently Transport arrange koro please,transport_booking
Kindly I feel helpless today because I need help,emotional_support
Urgently I missed my diabetes tablet as soon as possible,medication_reminder
Now can you help me visit a doctor,doctor_booking
Today Suggest chair yoga for seniors right now,exercise_suggestion
What foods improve energy today,diet_suggestion
Today I feel sad and alone please,emotional_support
Now Remind me to take my medicine please,medication_reminder
Can you Exercise suggest koro,exercise_suggestion
Can you Suggest healthy food for elderly because I need help,diet_suggestion
Urgently i feel mentally stressed because i need help,emotional_support
Hey I need a doctor consultation please,doctor_booking
Please Mujhe exercise suggest karo for me,exercise_suggestion
Now I need transport assistance please,transport_booking
Kindly I feel sad and alone right now,emotional_support
Urgently When should I take insulin because I need help,medication_reminder
Now Doctor appointment book koro today,doctor_booking
Kindly Mujhe exercise suggest karo for me,exercise_suggestion
Urgently Recommend balanced diet for me,diet_suggestion
Today Book transport for hospital visit please,transport_booking
Today I feel anxious about my health right now,emotional_support
Kindly Transport arrange koro because I need help,transport_booking
Now I am feeling emotionally down for me,emotional_support
Can you I forgot my blood pressure medicine today,medication_reminder
Please Recommend light exercise right now,exercise_suggestion
Today Recommend soft food for elderly right now,diet_suggestion
Urgently I feel isolated today,emotional_support
Now please remind me about medicines,medication_reminder
Can you book doctor appointment for me please,doctor_booking
How can I improve nutrition please,diet_suggestion
Today Mujhe hospital jane ke liye cab chahiye right now,transport_booking
Now i feel ignored by everyone because i need help,emotional_support
Please Mujhe doctor appointment chahiye please,doctor_booking
Today Mujhe exercise suggest karo for me,exercise_suggestion
Please I feel lonely today as soon as possible,emotional_support
Kindly Remind me to take my medicine please,medication_reminder
Hey Book doctor appointment for me today,doctor_booking
Today Suggest yoga for elderly for me,exercise_suggestion
What should i eat for good health please,diet_suggestion
Please I am feeling sad and alone for me,emotional_support
Today suggest diabetic diet today,diet_suggestion
Please I am feeling helpless today,emotional_support
Please I forgot my blood pressure medicine please,medication_reminder
Urgently i want to schedule a health checkup please,doctor_booking
Can you Recommend light exercise as soon as possible,exercise_suggestion
Hey Mujhe healthy diet chahiye today,diet_suggestion
Hey Transport arrange koro right now,transport_booking
Please I feel emotionally weak as soon as possible,emotional_support
Can you When should I take insulin please,medication_reminder
Hey doctor appointment book koro for me,doctor_booking
Suggest walking exercises because i need help,exercise_suggestion
I need someone to talk to for me,emotional_support
Please Please remind me to take my pills because I need help,medication_reminder
Today Book doctor appointment for me,doctor_booking
Today Suggest yoga for elderly because I need help,exercise_suggestion
Can you Suggest healthy food for elderly right now,diet_suggestion
Now I need help reaching hospital right now,transport_booking
I need someone to talk to because I need help,emotional_support
Please I need medical consultation right now,doctor_booking
Please How can I improve mobility for me,exercise_suggestion
Mujhe hospital jane ke liye cab chahiye because i need help,transport_booking
Urgently I miss my family right now,emotional_support
Urgently When should I take insulin as soon as possible,medication_reminder
Please Can you help me visit a doctor please,doctor_booking
Today Suggest chair yoga for seniors for me,exercise_suggestion
Urgently Healthy khabar suggest koro for me,diet_suggestion
Hey book transport for hospital visit as soon as possible,transport_booking
Hey I miss my family please,emotional_support
Can you mujhe medicine lena yaad dilao because i need help,medication_reminder
Today Mujhe doctor appointment chahiye today,doctor_booking
Please How can I stay active please,exercise_suggestion
Please Recommend balanced diet for me,diet_suggestion
Hey Mujhe hospital jane ke liye cab chahiye today,transport_booking
Can you I need someone to talk to for me,emotional_support
Now I need medicine reminder support right now,medication_reminder
Urgently How can I improve mobility please,exercise_suggestion
Recommend diabetic diet as soon as possible,diet_suggestion
Today Help me travel to doctor clinic for me,transport_booking
Hey I feel very unhappy today today,emotional_support
Hey Please remind me about medicines,medication_reminder
Urgently Doctor appointment book koro as soon as possible,doctor_booking
Can elderly people do stretching because I need help,exercise_suggestion
Please Suggest soft food for elderly please,diet_suggestion
Can you i need help reaching hospital please,transport_booking
Can you I feel anxious about my health please,emotional_support
Today I need a doctor consultation,doctor_booking
Can you Suggest yoga for elderly because I need help,exercise_suggestion
Now Suggest soft food for elderly as soon as possible,diet_suggestion
Hey Suggest yoga for elderly today,exercise_suggestion
Today What should I eat for good health as soon as possible,diet_suggestion
Kindly Can you book cab for hospital as soon as possible,transport_booking
Hey I am feeling emotionally weak because I need help,emotional_support
Kindly Please remind me to take my pills for me,medication_reminder
Please I want to schedule a health checkup today,doctor_booking
Can you what should i eat for good health today,diet_suggestion
Urgently Help me arrange transportation because I need help,transport_booking
Can you I am feeling sad and alone as soon as possible,emotional_support
Please Suggest yoga for elderly please,exercise_suggestion
Urgently Suggest diabetic diet today,diet_suggestion
Kindly Transport arrange koro please,transport_booking
Please I am feeling isolated today,emotional_support
Urgently Suggest walking exercises because I need help,exercise_suggestion
Mujhe healthy diet chahiye as soon as possible,diet_suggestion
Now transport arrange koro today,transport_booking
Today I am feeling ignored by everyone because I need help,emotional_support
I forgot to take my tablets right now,medication_reminder
Healthy khabar suggest koro because i need help,diet_suggestion
Today I feel emotionally weak please,emotional_support
Today Mujhe healthy diet chahiye today,diet_suggestion
Please I am feeling very unhappy today please,emotional_support
Please I missed my diabetes tablet as soon as possible,medication_reminder
Kindly i need medical consultation,doctor_booking
Now Recommend light exercise for me,exercise_suggestion
Can you Recommend nutrition plan because I need help,diet_suggestion
Today Transport arrange koro today,transport_booking
Can you I feel isolated as soon as possible,emotional_support
Can you Recommend simple exercise for me today,exercise_suggestion
Hey I am feeling helpless today for me,emotional_support
Urgently Suggest yoga for elderly because I need help,exercise_suggestion
Today Suggest soft food for elderly because I need help,diet_suggestion
Can you i am feeling anxious about my health please,emotional_support
Mujhe medicine lena yaad dilao please,medication_reminder
Hey Healthy khabar suggest koro,diet_suggestion
Hey i want to schedule a health checkup because i need help,doctor_booking
How can I improve mobility right now,exercise_suggestion
Today Recommend diabetic diet because I need help,diet_suggestion
Hey I feel nervous and anxious for me,emotional_support
Urgently Please remind me about medicines right now,medication_reminder
Today I need medical consultation right now,doctor_booking
Kindly What should I eat for good health please,diet_suggestion
Can you I feel scared about my condition please,emotional_support
Today i forgot to take my tablets as soon as possible,medication_reminder
Now Mujhe hospital jane ke liye cab chahiye please,transport_booking
Now i am feeling isolated as soon as possible,emotional_support
Today I forgot to take my tablets right now,medication_reminder
Urgently mujhe doctor appointment chahiye right now,doctor_booking
How can I stay active today,exercise_suggestion
I need help reaching hospital please,transport_booking
Please I am feeling emotionally weak as soon as possible,emotional_support
Kindly please remind me about medicines for me,medication_reminder
Kindly I miss my family today,emotional_support
Kindly mujhe medicine lena yaad dilao because i need help,medication_reminder
Today Doctor appointment book koro for me,doctor_booking
Hey Book transport for hospital visit because I need help,transport_booking
Urgently I feel sad and alone,emotional_support
Urgently Please remind me about medicines for me,medication_reminder
Now Mujhe doctor appointment chahiye please,doctor_booking
Today Mujhe healthy diet chahiye,diet_suggestion
Today I feel mentally exhausted because I need help,emotional_support
Please Doctor appointment book koro for me,doctor_booking
Today Suggest chair yoga for seniors as soon as possible,exercise_suggestion
Today I need help reaching hospital as soon as possible,transport_booking
Kindly I feel scared about my condition today,emotional_support
I need medicine reminder support right now,medication_reminder
Now What foods improve energy,diet_suggestion
Kindly i feel isolated please,emotional_support
Urgently I forgot my blood pressure medicine,medication_reminder
Can you help me visit a doctor for me,doctor_booking
Can you how can i stay active please,exercise_suggestion
Kindly suggest diabetic diet because i need help,diet_suggestion
Today Help me arrange transportation for me,transport_booking
Now I feel very unhappy today,emotional_support
Now Doctor appointment book koro right now,doctor_booking
Please How can I improve mobility please,exercise_suggestion
Today Mujhe healthy diet chahiye right now,diet_suggestion
Hey I need transport assistance please,transport_booking
Can you I need medical consultation today,doctor_booking
Please Mujhe exercise suggest karo please,exercise_suggestion
Today I feel ignored by everyone,emotional_support
Kindly I need a doctor consultation for me,doctor_booking
Suggest walking exercises today,exercise_suggestion
Suggest soft food for elderly as soon as possible,diet_suggestion
Urgently I feel anxious about my health as soon as possible,emotional_support
Can you Remind me to take my medicine as soon as possible,medication_reminder
Can you Can you help me visit a doctor right now,doctor_booking
Urgently Mujhe exercise suggest karo as soon as possible,exercise_suggestion
How can i improve nutrition for me,diet_suggestion
Now I need transport assistance right now,transport_booking
Now I am feeling scared about my condition today,emotional_support
Now I forgot my blood pressure medicine for me,medication_reminder
Please I want to schedule a health checkup as soon as possible,doctor_booking
Kindly How can I stay active as soon as possible,exercise_suggestion
Urgently Recommend nutrition plan as soon as possible,diet_suggestion
Hey i am feeling emotionally weak please,emotional_support
When should I take insulin right now,medication_reminder
Recommend chair yoga for seniors please,exercise_suggestion
Please What foods improve energy because I need help,diet_suggestion
Can you Mujhe hospital jane ke liye cab chahiye please,transport_booking
I cannot sleep because of stress because I need help,emotional_support
Today i need medicine reminder support right now,medication_reminder
Kindly Recommend nutrition plan,diet_suggestion
Can you I feel emotionally broken because I need help,emotional_support
Now Medicine khete bhule gechi please,medication_reminder
Kindly Please help me contact a doctor,doctor_booking
Can you I am feeling very unhappy today as soon as possible,emotional_support
Hey Mujhe medicine lena yaad dilao,medication_reminder
Kindly I want to schedule a health checkup today,doctor_booking
Today I need transport assistance,transport_booking
Now I forgot to take my tablets for me,medication_reminder
Please I need a doctor consultation today,doctor_booking
Please Mujhe exercise suggest karo as soon as possible,exercise_suggestion
Now Recommend soft food for elderly,diet_suggestion
Kindly I need transport assistance as soon as possible,transport_booking
Hey i am feeling very unhappy today as soon as possible,emotional_support
Hey I forgot to take my tablets,medication_reminder
Urgently please help me contact a doctor right now,doctor_booking
Urgently Healthy khabar suggest koro because I need help,diet_suggestion
Urgently i need help reaching hospital please,transport_booking
Now I feel scared about my condition as soon as possible,emotional_support
Kindly When should I take insulin right now,medication_reminder
I need medical consultation right now,doctor_booking
Today How can I improve mobility right now,exercise_suggestion
Recommend nutrition plan please,diet_suggestion
Hey I feel emotionally weak as soon as possible,emotional_support
Can you Recommend simple exercise for me,exercise_suggestion
Kindly Healthy khabar suggest koro because I need help,diet_suggestion
Hey I need a doctor consultation today,doctor_booking
What should I eat for good health,diet_suggestion
Please I need help reaching hospital as soon as possible,transport_booking
Can you Healthy khabar suggest koro,diet_suggestion
Today I feel scared about my condition,emotional_support
Hey I need medicine reminder support right now,medication_reminder
Recommend simple exercise for me because I need help,exercise_suggestion
Now I feel mentally exhausted,emotional_support
Today Mujhe medicine lena yaad dilao because I need help,medication_reminder
Hey Book doctor appointment for me please,doctor_booking
Today Suggest yoga for elderly today,exercise_suggestion
Hey suggest diabetic diet right now,diet_suggestion
Now Nobody talks to me anymore because I need help,emotional_support
Now I need medicine reminder support for me,medication_reminder
Mujhe doctor appointment chahiye as soon as possible,doctor_booking
Can you Suggest diabetic diet today,diet_suggestion
Urgently transport arrange koro because i need help,transport_booking
Today I cannot sleep because of stress,emotional_support
Hey I forgot to take my tablets today,medication_reminder
Urgently doctor appointment book koro right now,doctor_booking
Now Mujhe exercise suggest karo today,exercise_suggestion
Today Suggest healthy food for elderly for me,diet_suggestion
Mujhe hospital jane ke liye cab chahiye as soon as possible,transport_booking
Urgently I need medical consultation today,doctor_booking
Please What foods improve energy today,diet_suggestion
Please Book transport for hospital visit please,transport_booking
Today I feel helpless today right now,emotional_support
Kindly Recommend yoga for elderly right now,exercise_suggestion
Hey Suggest diabetic diet please,diet_suggestion
Today Can you book cab for hospital for me,transport_booking
Please I need someone to talk to today,emotional_support
Remind me to take my medicine today,medication_reminder
Can you I need a doctor consultation please,doctor_booking
Hey Can elderly people do stretching for me,exercise_suggestion
Now Mujhe healthy diet chahiye please,diet_suggestion
Urgently i need help reaching hospital right now,transport_booking
Now I am feeling mentally exhausted,emotional_support
Now I forgot my blood pressure medicine,medication_reminder
I need medical consultation for me,doctor_booking
Please exercise suggest koro please,exercise_suggestion
Kindly how can i improve nutrition please,diet_suggestion
Urgently Can you book cab for hospital as soon as possible,transport_booking
Kindly I feel anxious about my health because I need help,emotional_support
Kindly I forgot my blood pressure medicine for me,medication_reminder
Can you Help me travel to doctor clinic for me,transport_booking
I forgot to take my tablets as soon as possible,medication_reminder
Kindly suggest walking exercises,exercise_suggestion
Now What should I eat for good health as soon as possible,diet_suggestion
Urgently I feel worried about my future,emotional_support
Please please remind me about medicines because i need help,medication_reminder
Kindly I want to schedule a health checkup for me,doctor_booking
Now Can elderly people do stretching as soon as possible,exercise_suggestion
Now Suggest diabetic diet today,diet_suggestion
Kindly I cannot sleep because of stress as soon as possible,emotional_support
Can you I forgot to take my tablets because I need help,medication_reminder
Now mujhe doctor appointment chahiye because i need help,doctor_booking
Can you Suggest chair yoga for seniors for me,exercise_suggestion
Now Help me arrange transportation,transport_booking
Please I feel sad and alone please,emotional_support
Please Please remind me about medicines,medication_reminder
Today Can you help me visit a doctor please,doctor_booking
Hey How can I improve mobility,exercise_suggestion
Now Recommend balanced diet,diet_suggestion
Urgently Help me travel to doctor clinic today,transport_booking
Urgently Please remind me to take my pills please,medication_reminder
Now Book doctor appointment for me please,doctor_booking
Now Suggest walking exercises,exercise_suggestion
Today suggest diabetic diet for me,diet_suggestion
Can you Help me travel to doctor clinic because I need help,transport_booking
Kindly I am feeling ignored by everyone because I need help,emotional_support
Urgently Please help me contact a doctor,doctor_booking
Urgently Doctor appointment book koro because I need help,doctor_booking
Hey Suggest soft food for elderly right now,diet_suggestion
Can you i am feeling emotionally down right now,emotional_support
Can you I forgot my blood pressure medicine,medication_reminder
Hey Suggest healthy food for elderly right now,diet_suggestion
Now Transport arrange koro,transport_booking
Today I feel emotionally broken as soon as possible,emotional_support
Hey Can you help me visit a doctor right now,doctor_booking
Urgently Mujhe hospital jane ke liye cab chahiye for me,transport_booking
I am feeling emotionally down because I need help,emotional_support
Today Can you help me visit a doctor for me,doctor_booking
Hey What should I eat for good health for me,diet_suggestion
Can you I need someone to talk to,emotional_support
Can you when should i take insulin as soon as possible,medication_reminder
Hey suggest walking exercises today,exercise_suggestion
Urgently I need someone to talk to because I need help,emotional_support
Kindly Suggest walking exercises for me,exercise_suggestion
Today Suggest soft food for elderly for me,diet_suggestion
Now I feel very unhappy today for me,emotional_support
Please please remind me to take my pills as soon as possible,medication_reminder
Suggest yoga for elderly today,exercise_suggestion
Suggest diabetic diet as soon as possible,diet_suggestion
Please I feel lonely today because I need help,emotional_support
Can you I forgot my blood pressure medicine right now,medication_reminder
Kindly can you help me visit a doctor for me,doctor_booking
Now What foods improve energy because I need help,diet_suggestion
Today Transport arrange koro please,transport_booking
Urgently I am feeling anxious about my health today,emotional_support
Today i forgot my blood pressure medicine today,medication_reminder
Please Book doctor appointment for me because I need help,doctor_booking
Kindly I need help reaching hospital right now,transport_booking
Today I am feeling mentally stressed right now,emotional_support
Kindly please remind me about medicines,medication_reminder
Urgently I need a doctor consultation as soon as possible,doctor_booking
Can you Can elderly people do stretching today,exercise_suggestion
Mujhe healthy diet chahiye because I need help,diet_suggestion
Hey I feel very unhappy today,emotional_support
Mujhe healthy diet chahiye right now,diet_suggestion
Please transport arrange koro right now,transport_booking
Kindly i feel helpless today because i need help,emotional_support
Now When should I take insulin please,medication_reminder
Kindly I need medical consultation right now,doctor_booking
Recommend light exercise please,exercise_suggestion
Suggest diabetic diet please,diet_suggestion
Hey Help me travel to doctor clinic because I need help,transport_booking
Kindly I cannot sleep because of stress today,emotional_support
Urgently I need medical consultation please,doctor_booking
Kindly i need help reaching hospital because i need help,transport_booking
I am feeling anxious about my health for me,emotional_support
Now When should I take insulin as soon as possible,medication_reminder
Can you what should i eat for good health please,diet_suggestion
Hey i need transport assistance today,transport_booking
Today I missed my diabetes tablet for me,medication_reminder
Kindly doctor appointment book koro as soon as possible,doctor_booking
Kindly Mujhe exercise suggest karo as soon as possible,exercise_suggestion
Mujhe healthy diet chahiye for me,diet_suggestion
Kindly transport arrange koro please,transport_booking
Now I miss my family right now,emotional_support
Today Medicine khete bhule gechi for me,medication_reminder
Please Recommend walking exercises right now,exercise_suggestion
Kindly i feel very unhappy today today,emotional_support
Now please remind me about medicines as soon as possible,medication_reminder
Now Suggest walking exercises please,exercise_suggestion
Hey I am feeling sad and alone because I need help,emotional_support
Today I need medicine reminder support today,medication_reminder
Hey Doctor appointment book koro today,doctor_booking
Hey I feel helpless today please,emotional_support
Please remind me about medicines as soon as possible,medication_reminder
Can you Book doctor appointment for me,doctor_booking
Today Suggest yoga for elderly,exercise_suggestion
Hey Recommend nutrition plan as soon as possible,diet_suggestion
Kindly I am feeling nervous and anxious please,emotional_support
Kindly Mujhe medicine lena yaad dilao right now,medication_reminder
Can you i want to schedule a health checkup because i need help,doctor_booking
Today i need help reaching hospital as soon as possible,transport_booking
Today i missed my diabetes tablet as soon as possible,medication_reminder
Please Please help me contact a doctor right now,doctor_booking
Today Suggest soft food for elderly please,diet_suggestion
Now I need help reaching hospital as soon as possible,transport_booking
Can you I feel ignored by everyone as soon as possible,emotional_support
Please I need medicine reminder support because I need help,medication_reminder
Now Please help me contact a doctor today,doctor_booking
Kindly Mujhe healthy diet chahiye as soon as possible,diet_suggestion
Can you Transport arrange koro today,transport_booking
Can you i cannot sleep because of stress for me,emotional_support
Kindly I forgot my blood pressure medicine as soon as possible,medication_reminder
Can you How can I improve mobility please,exercise_suggestion
Can you Mujhe healthy diet chahiye right now,diet_suggestion
Hey I feel sad and alone for me,emotional_support
I missed my diabetes tablet,medication_reminder
Can you help me visit a doctor as soon as possible,doctor_booking
Kindly Recommend chair yoga for seniors right now,exercise_suggestion
Hey Mujhe hospital jane ke liye cab chahiye please,transport_booking
Urgently I feel mentally exhausted please,emotional_support
Can you Can you help me visit a doctor for me,doctor_booking
Now How can I improve mobility for me,exercise_suggestion
Today What should I eat for good health right now,diet_suggestion
Urgently I need transport assistance because I need help,transport_booking
Suggest chair yoga for seniors please,exercise_suggestion
Kindly Suggest healthy food for elderly,diet_suggestion
Kindly i am feeling mentally stressed please,emotional_support
Hey Medicine khete bhule gechi for me,medication_reminder
Hey Doctor appointment book koro please,doctor_booking
Can elderly people do stretching because i need help,exercise_suggestion
Exercise suggest koro,exercise_suggestion
Now I am feeling emotionally weak,emotional_support
Urgently I forgot to take my tablets for me,medication_reminder
Today suggest yoga for elderly as soon as possible,exercise_suggestion
Today Healthy khabar suggest koro today,diet_suggestion
Can you Can you book cab for hospital as soon as possible,transport_booking
Urgently I feel worried about my future please,emotional_support
Urgently remind me to take my medicine as soon as possible,medication_reminder
Can you i need medical consultation as soon as possible,doctor_booking
Kindly Mujhe exercise suggest karo right now,exercise_suggestion
Urgently Suggest soft food for elderly please,diet_suggestion
Kindly i feel emotionally broken as soon as possible,emotional_support
Can elderly people do stretching for me,exercise_suggestion
Hey Recommend nutrition plan for me,diet_suggestion
Today help me travel to doctor clinic,transport_booking
Now I am feeling mentally exhausted because I need help,emotional_support
Kindly I forgot to take my tablets for me,medication_reminder
Hey Recommend yoga for elderly,exercise_suggestion
Transport arrange koro for me,transport_booking
Hey Nobody talks to me anymore right now,emotional_support
Urgently How can I stay active right now,exercise_suggestion
Urgently Recommend balanced diet as soon as possible,diet_suggestion
Hey i need someone to talk to please,emotional_support
Hey I missed my diabetes tablet,medication_reminder
Urgently I want to schedule a health checkup as soon as possible,doctor_booking
Kindly Help me travel to doctor clinic today,transport_booking
Can you i am feeling sad and alone right now,emotional_support
Please Remind me to take my medicine as soon as possible,medication_reminder
Can you Exercise suggest koro as soon as possible,exercise_suggestion
Urgently What should I eat for good health please,diet_suggestion
Can you can you book cab for hospital because i need help,transport_booking
Kindly I am feeling very unhappy today for me,emotional_support
Urgently i need medicine reminder support as soon as possible,medication_reminder
Hey can you help me visit a doctor for me,doctor_booking
Mujhe exercise suggest karo today,exercise_suggestion
Urgently What should I eat for good health because I need help,diet_suggestion
Urgently Remind me to take my medicine as soon as possible,medication_reminder
Today Can you help me visit a doctor because I need help,doctor_booking
Today help me travel to doctor clinic today,transport_booking
I feel emotionally broken today,emotional_support
Today remind me to take my medicine right now,medication_reminder
Now Suggest walking exercises for me,exercise_suggestion
Hey help me arrange transportation because i need help,transport_booking
Now I feel emotionally broken right now,emotional_support
Now Recommend chair yoga for seniors,exercise_suggestion
Today recommend balanced diet because i need help,diet_suggestion
Can you I need help reaching hospital today,transport_booking
I feel emotionally weak today,emotional_support
Suggest yoga for elderly for me,exercise_suggestion
Please What foods improve energy as soon as possible,diet_suggestion
Urgently I need help reaching hospital,transport_booking
Kindly I am feeling emotionally weak,emotional_support
Kindly Recommend light exercise please,exercise_suggestion
Suggest healthy food for elderly today,diet_suggestion
Can you Mujhe hospital jane ke liye cab chahiye today,transport_booking
Can you I am feeling mentally exhausted for me,emotional_support
Now I forgot to take my tablets right now,medication_reminder
Today Recommend simple exercise for me right now,exercise_suggestion
Now recommend nutrition plan for me,diet_suggestion
Now help me arrange transportation for me,transport_booking
Hey Medicine khete bhule gechi,medication_reminder
Can you recommend simple exercise for me please,exercise_suggestion
What should I eat for good health right now,diet_suggestion
Today Help me travel to doctor clinic please,transport_booking
Today Nobody talks to me anymore,emotional_support
Now Medicine khete bhule gechi today,medication_reminder
Hey can elderly people do stretching right now,exercise_suggestion
Urgently I cannot sleep because of stress,emotional_support
Can you Recommend simple exercise for me as soon as possible,exercise_suggestion
Hey Recommend balanced diet as soon as possible,diet_suggestion
Urgently I feel depressed today right now,emotional_support
Urgently Please remind me about medicines please,medication_reminder
Hey mujhe doctor appointment chahiye,doctor_booking
Hey How can I stay active please,exercise_suggestion
Today i need help reaching hospital please,transport_booking
Now I need someone to talk to for me,emotional_support
Urgently I want to schedule a health checkup for me,doctor_booking
Recommend light exercise today,exercise_suggestion
Please Mujhe healthy diet chahiye for me,diet_suggestion
Kindly Transport arrange koro,transport_booking
Please Nobody talks to me anymore for me,emotional_support
Kindly Suggest healthy food for elderly for me,diet_suggestion
Can you I need help reaching hospital for me,transport_booking
Kindly i am feeling emotionally down please,emotional_support
Can you I want to schedule a health checkup,doctor_booking
Now Mujhe exercise suggest karo for me,exercise_suggestion
Now suggest soft food for elderly,diet_suggestion
Kindly I need someone to talk to,emotional_support
Urgently Mujhe hospital jane ke liye cab chahiye today,transport_booking
Hey i am feeling worried about my future,emotional_support
Urgently book doctor appointment for me for me,doctor_booking
Can you Recommend nutrition plan please,diet_suggestion
Hey i feel lonely today right now,emotional_support
Can you Please remind me about medicines,medication_reminder
Kindly Can you help me visit a doctor please,doctor_booking
Please how can i stay active right now,exercise_suggestion
Suggest healthy food for elderly please,diet_suggestion
Urgently mujhe hospital jane ke liye cab chahiye today,transport_booking
Kindly I feel sad and alone because I need help,emotional_support
Kindly Recommend soft food for elderly,diet_suggestion
Can you Transport arrange koro right now,transport_booking
Today I am feeling lonely today today,emotional_support
Now Doctor appointment book koro please,doctor_booking
Kindly suggest soft food for elderly today,diet_suggestion
Urgently I need transport assistance as soon as possible,transport_booking
Can you I am feeling mentally exhausted right now,emotional_support
Remind me to take my medicine for me,medication_reminder
Please Can you help me visit a doctor for me,doctor_booking
Hey Recommend yoga for elderly because I need help,exercise_suggestion
Can you I feel nervous and anxious please,emotional_support
Urgently i forgot to take my tablets please,medication_reminder
Urgently i need medical consultation today,doctor_booking
Hey Can elderly people do stretching today,exercise_suggestion
Kindly I need transport assistance,transport_booking
I feel sad and alone please,emotional_support
Today Doctor appointment book koro because I need help,doctor_booking
Now Suggest healthy food for elderly today,diet_suggestion
Please help me travel to doctor clinic right now,transport_booking
Hey I feel mentally stressed,emotional_support
Today I need medical consultation as soon as possible,doctor_booking
Today Recommend light exercise for me,exercise_suggestion
Please Recommend soft food for elderly as soon as possible,diet_suggestion
Kindly I am feeling sad and alone as soon as possible,emotional_support
Can you I forgot my blood pressure medicine for me,medication_reminder
Please Can elderly people do stretching for me,exercise_suggestion
Today Mujhe healthy diet chahiye because I need help,diet_suggestion
Can you mujhe hospital jane ke liye cab chahiye for me,transport_booking
Hey I am feeling lonely today,emotional_support
Urgently i forgot my blood pressure medicine right now,medication_reminder
Can you recommend simple exercise for me today,exercise_suggestion
Kindly Mujhe healthy diet chahiye because I need help,diet_suggestion
Urgently i feel sad and alone because i need help,emotional_support
Please please remind me about medicines for me,medication_reminder
Kindly Please help me contact a doctor please,doctor_booking
Hey Exercise suggest koro because I need help,exercise_suggestion
Urgently how can i improve nutrition because i need help,diet_suggestion
Now Help me arrange transportation please,transport_booking
Now I feel depressed today please,emotional_support
Medicine khete bhule gechi please,medication_reminder
Recommend light exercise as soon as possible,exercise_suggestion
I feel emotionally weak,emotional_support
Urgently Medicine khete bhule gechi right now,medication_reminder
Urgently How can I improve mobility right now,exercise_suggestion
Now Suggest healthy food for elderly right now,diet_suggestion
I feel sad and alone as soon as possible,emotional_support
Urgently i missed my diabetes tablet today,medication_reminder
Please Healthy khabar suggest koro today,diet_suggestion
Can you Transport arrange koro,transport_booking
Hey Medicine khete bhule gechi today,medication_reminder
Hey Mujhe exercise suggest karo because I need help,exercise_suggestion
Can you Healthy khabar suggest koro for me,diet_suggestion
Hey Book transport for hospital visit for me,transport_booking
Can you I feel anxious about my health,emotional_support
Please remind me to take my pills right now,medication_reminder
Can you book cab for hospital,transport_booking
Please Recommend walking exercises for me,exercise_suggestion
Urgently I want to schedule a health checkup right now,doctor_booking
Urgently Recommend yoga for elderly because I need help,exercise_suggestion
Kindly what foods improve energy as soon as possible,diet_suggestion
Can you mujhe hospital jane ke liye cab chahiye today,transport_booking
Today I feel scared about my condition please,emotional_support
Can you I need medicine reminder support as soon as possible,medication_reminder
Can you mujhe doctor appointment chahiye please,doctor_booking
Can you i feel mentally stressed for me,emotional_support
Please i forgot to take my tablets today,medication_reminder
Hey How can I improve nutrition today,diet_suggestion
Can you i am feeling depressed today right now,emotional_support
Now remind me to take my medicine for me,medication_reminder
Hey Mujhe healthy diet chahiye,diet_suggestion
Please Nobody talks to me anymore because I need help,emotional_support
Kindly when should i take insulin as soon as possible,medication_reminder
Can you Help me arrange transportation as soon as possible,transport_booking
Now Recommend simple exercise for me right now,exercise_suggestion
Now Healthy khabar suggest koro as soon as possible,diet_suggestion
Kindly I need a doctor consultation please,doctor_booking
Can you Recommend simple exercise for me for me,exercise_suggestion
Hey recommend nutrition plan because i need help,diet_suggestion
Can you i feel isolated as soon as possible,emotional_support
Hey When should I take insulin for me,medication_reminder
Can you Recommend light exercise right now,exercise_suggestion
Kindly Nobody talks to me anymore please,emotional_support
Kindly Mujhe exercise suggest karo because I need help,exercise_suggestion
